"행정구역별(시군구)","성별","연령",2023,2023,2023,2023,2023,2023,2023,2023
"행정구역별(시군구)","성별","연령",1인가구,주택_계,주택_단독주택,주택_아파트,주택_연립주택,주택_다세대 주택,주택_비주거용 건물 내 주택,주택 이외의 거처_계
"인천광역시","계","20세 미만",1447,1175,664,264,32,135,80,272
"인천광역시","계","20~24",17023,11345,5190,2781,338,2356,680,5678
"인천광역시","계","25~29",41117,26344,7074,11045,755,6941,529,14773
"인천광역시","계","30~34",42811,30778,6441,16604,797,6558,378,12033
"인천광역시","계","35~39",28643,22118,4678,12228,530,4432,250,6525
"인천광역시","계","40~44",29198,23676,5516,12191,573,5071,325,5522
"인천광역시","계","45~49",27003,22708,5758,10757,539,5306,348,4295
"인천광역시","계","50~54",32782,28256,7630,12548,656,6988,434,4526
"인천광역시","계","55~59",33328,29719,8201,12531,807,7713,467,3609
"인천광역시","계","60~64",39416,36055,9413,15674,948,9488,532,3361
"인천광역시","계","65~69",34530,32232,8028,14523,861,8378,442,2298
"인천광역시","계","70~74",22726,21544,5126,10036,552,5586,244,1182
"인천광역시","계","75~79",18678,17906,4243,8366,488,4625,184,772
"인천광역시","계","80~84",15175,14628,3496,6915,397,3659,161,547
"인천광역시","계","85세 이상",11401,10953,3006,5084,285,2465,113,448
"인천광역시","남자","합계",205194,166935,51694,68125,4321,39625,3170,38259
"인천광역시","남자","20세 미만",665,563,329,122,17,62,33,102
"인천광역시","남자","20~24",7731,5702,2880,1162,157,1109,394,2029
"인천광역시","남자","25~29",22184,14864,4834,5492,405,3785,348,7320
"인천광역시","남자","30~34",27152,19709,4618,10170,515,4134,272,7443
"인천광역시","남자","35~39",19055,14780,3412,8000,330,2861,177,4275
"인천광역시","남자","40~44",19313,15641,4014,7662,387,3339,239,3672
"인천광역시","남자","45~49",17474,14539,4282,6220,372,3401,264,2935
"인천광역시","남자","50~54",20442,17280,5673,6658,394,4239,316,3162
"인천광역시","남자","55~59",18946,16397,5819,5599,446,4206,327,2549
"인천광역시","남자","60~64",19191,16992,6076,5706,476,4420,314,2199
"인천광역시","남자","65~69",14606,13228,4508,4612,361,3509,238,1378
"인천광역시","남자","70~74",7946,7326,2351,2741,173,1958,103,620
"인천광역시","남자","75~79",5120,4812,1427,1847,142,1318,78,308
"인천광역시","남자","80~84",3240,3058,899,1242,80,786,51,182
"인천광역시","남자","85세 이상",2129,2044,572,892,66,498,16,85
"인천광역시","여자","합계",190084,162502,32770,83422,4237,40076,1997,27582
"인천광역시","여자","20세 미만",782,612,335,142,15,73,47,170
"인천광역시","여자","20~24",9292,5643,2310,1619,181,1247,286,3649
"인천광역시","여자","25~29",18933,11480,2240,5553,350,3156,181,7453
"인천광역시","여자","30~34",15659,11069,1823,6434,282,2424,106,4590
"인천광역시","여자","35~39",9588,7338,1266,4228,200,1571,73,2250
"인천광역시","여자","40~44",9885,8035,1502,4529,186,1732,86,1850
"인천광역시","여자","45~49",9529,8169,1476,4537,167,1905,84,1360
"인천광역시","여자","50~54",12340,10976,1957,5890,262,2749,118,1364
"인천광역시","여자","55~59",14382,13322,2382,6932,361,3507,140,1060
"인천광역시","여자","60~64",20225,19063,3337,9968,472,5068,218,1162
"인천광역시","여자","65~69",19924,19004,3520,9911,500,4869,204,920
"인천광역시","여자","70~74",14780,14218,2775,7295,379,3628,141,562
"인천광역시","여자","75~79",13558,13094,2816,6519,346,3307,106,464
"인천광역시","여자","80~84",11935,11570,2597,5673,317,2873,110,365
